Date,SKUCode,NetSales,OrderQty,SKUName,Category,MainChannel
20-08-2024,SKU-035,48.0,6,Cappuccino,Beverage,In-Store
20-08-2025,SKU-035,712.07,101,Cappuccino,Beverage,ShopeeFood
20-09-2024,SKU-035,392.0,50,Cappuccino,Beverage,GrabFood
20-09-2025,SKU-035,424.32,60,Cappuccino,Beverage,ShopeeFood
20-10-2024,SKU-035,349.71,45,Cappuccino,Beverage,GrabFood
20-10-2025,SKU-035,233.09,31,Cappuccino,Beverage,ShopeeFood
20-11-2024,SKU-035,377.98,48,Cappuccino,Beverage,GrabFood
20-11-2025,SKU-035,610.08,83,Cappuccino,Beverage,ShopeeFood
20-12-2024,SKU-035,454.42,59,Cappuccino,Beverage,GrabFood
20-12-2025,SKU-035,377.6,50,Cappuccino,Beverage,ShopeeFood
21-01-2025,SKU-035,590.66,75,Cappuccino,Beverage,ShopeeFood
21-01-2026,SKU-035,925.66,132,Cappuccino,Beverage,ShopeeFood
21-02-2025,SKU-035,521.21,69,Cappuccino,Beverage,GrabFood
21-02-2026,SKU-035,233.05,30,Cappuccino,Beverage,ShopeeFood
21-03-2025,SKU-035,366.34,49,Cappuccino,Beverage,ShopeeFood
21-03-2026,SKU-035,157.58,21,Cappuccino,Beverage,FoodPanda
21-04-2025,SKU-035,495.02,68,Cappuccino,Beverage,ShopeeFood
21-05-2025,SKU-035,628.95,94,Cappuccino,Beverage,ShopeeFood
21-06-2025,SKU-035,346.65,49,Cappuccino,Beverage,ShopeeFood
21-07-2025,SKU-035,662.11,93,Cappuccino,Beverage,ShopeeFood
21-08-2024,SKU-035,95.0,13,Cappuccino,Beverage,In-Store
21-08-2025,SKU-035,708.98,103,Cappuccino,Beverage,ShopeeFood
21-09-2024,SKU-035,251.0,32,Cappuccino,Beverage,GrabFood
21-09-2025,SKU-035,344.6,48,Cappuccino,Beverage,ShopeeFood
21-10-2024,SKU-035,396.36,50,Cappuccino,Beverage,ShopeeFood
21-10-2025,SKU-035,459.87,66,Cappuccino,Beverage,GrabFood
21-11-2024,SKU-035,372.55,48,Cappuccino,Beverage,ShopeeFood
21-11-2025,SKU-035,726.61,95,Cappuccino,Beverage,ShopeeFood
21-12-2024,SKU-035,259.02,33,Cappuccino,Beverage,FoodPanda
21-12-2025,SKU-035,341.21,46,Cappuccino,Beverage,ShopeeFood
22-01-2025,SKU-035,472.1,60,Cappuccino,Beverage,ShopeeFood
22-01-2026,SKU-035,749.55,110,Cappuccino,Beverage,ShopeeFood
22-02-2025,SKU-035,393.96,51,Cappuccino,Beverage,GrabFood
22-02-2026,SKU-035,176.59,23,Cappuccino,Beverage,GrabFood
22-03-2025,SKU-035,313.81,47,Cappuccino,Beverage,GrabFood
22-03-2026,SKU-035,194.49,25,Cappuccino,Beverage,GrabFood
22-04-2025,SKU-035,418.48,55,Cappuccino,Beverage,ShopeeFood
22-05-2025,SKU-035,725.59,111,Cappuccino,Beverage,ShopeeFood
22-06-2025,SKU-035,284.45,37,Cappuccino,Beverage,FoodPanda
22-07-2025,SKU-035,720.0,96,Cappuccino,Beverage,ShopeeFood
22-08-2024,SKU-035,73.0,9,Cappuccino,Beverage,In-Store
22-08-2025,SKU-035,729.91,102,Cappuccino,Beverage,ShopeeFood
22-09-2024,SKU-035,248.0,32,Cappuccino,Beverage,GrabFood
22-09-2025,SKU-035,538.15,128,Cappuccino,Beverage,ShopeeFood
22-10-2024,SKU-035,467.39,61,Cappuccino,Beverage,GrabFood
22-10-2025,SKU-035,577.09,80,Cappuccino,Beverage,ShopeeFood
22-11-2024,SKU-035,437.28,56,Cappuccino,Beverage,GrabFood
22-11-2025,SKU-035,290.65,39,Cappuccino,Beverage,ShopeeFood
22-12-2024,SKU-035,285.09,39,Cappuccino,Beverage,GrabFood
22-12-2025,SKU-035,624.81,88,Cappuccino,Beverage,GrabFood
23-01-2025,SKU-035,360.64,47,Cappuccino,Beverage,ShopeeFood
23-01-2026,SKU-035,723.03,105,Cappuccino,Beverage,ShopeeFood
23-02-2025,SKU-035,379.54,50,Cappuccino,Beverage,GrabFood
23-02-2026,SKU-035,286.91,41,Cappuccino,Beverage,ShopeeFood
23-03-2025,SKU-035,221.01,31,Cappuccino,Beverage,GrabFood
23-03-2026,SKU-035,234.23,30,Cappuccino,Beverage,GrabFood
23-04-2025,SKU-035,577.8,79,Cappuccino,Beverage,GrabFood
23-05-2025,SKU-035,531.61,82,Cappuccino,Beverage,GrabFood
23-06-2025,SKU-035,609.43,90,Cappuccino,Beverage,ShopeeFood
23-07-2025,SKU-035,672.46,94,Cappuccino,Beverage,GrabFood
23-08-2024,SKU-035,122.0,16,Cappuccino,Beverage,In-Store
23-08-2025,SKU-035,453.59,59,Cappuccino,Beverage,ShopeeFood
23-09-2024,SKU-035,350.0,45,Cappuccino,Beverage,GrabFood
23-09-2025,SKU-035,606.33,85,Cappuccino,Beverage,GrabFood
23-10-2024,SKU-035,474.44,60,Cappuccino,Beverage,ShopeeFood
23-10-2025,SKU-035,672.32,91,Cappuccino,Beverage,ShopeeFood
23-11-2024,SKU-035,272.96,33,Cappuccino,Beverage,ShopeeFood
23-11-2025,SKU-035,425.8,58,Cappuccino,Beverage,ShopeeFood
23-12-2024,SKU-035,399.75,54,Cappuccino,Beverage,GrabFood
23-12-2025,SKU-035,616.69,83,Cappuccino,Beverage,ShopeeFood
24-01-2025,SKU-035,477.75,63,Cappuccino,Beverage,GrabFood
24-01-2026,SKU-035,518.04,72,Cappuccino,Beverage,ShopeeFood
24-02-2025,SKU-035,325.84,42,Cappuccino,Beverage,GrabFood
24-02-2026,SKU-035,375.55,50,Cappuccino,Beverage,GrabFood
24-03-2025,SKU-035,368.8,52,Cappuccino,Beverage,ShopeeFood
24-03-2026,SKU-035,442.94,58,Cappuccino,Beverage,GrabFood
24-04-2025,SKU-035,678.06,90,Cappuccino,Beverage,ShopeeFood
24-05-2025,SKU-035,425.68,58,Cappuccino,Beverage,ShopeeFood
24-06-2025,SKU-035,680.5,103,Cappuccino,Beverage,ShopeeFood
24-07-2025,SKU-035,647.53,94,Cappuccino,Beverage,ShopeeFood
24-08-2024,SKU-035,184.0,24,Cappuccino,Beverage,In-Store
24-08-2025,SKU-035,344.0,45,Cappuccino,Beverage,ShopeeFood
24-09-2024,SKU-035,283.0,35,Cappuccino,Beverage,GrabFood
24-09-2025,SKU-035,678.65,93,Cappuccino,Beverage,ShopeeFood
24-10-2024,SKU-035,472.39,59,Cappuccino,Beverage,ShopeeFood
24-10-2025,SKU-035,540.03,77,Cappuccino,Beverage,ShopeeFood
24-11-2024,SKU-035,280.72,35,Cappuccino,Beverage,ShopeeFood
24-11-2025,SKU-035,683.08,97,Cappuccino,Beverage,ShopeeFood
24-12-2024,SKU-035,487.55,63,Cappuccino,Beverage,ShopeeFood
24-12-2025,SKU-035,561.53,77,Cappuccino,Beverage,ShopeeFood
25-01-2025,SKU-035,359.23,47,Cappuccino,Beverage,ShopeeFood
25-01-2026,SKU-035,296.87,42,Cappuccino,Beverage,GrabFood
25-02-2025,SKU-035,553.06,78,Cappuccino,Beverage,ShopeeFood
25-02-2026,SKU-035,157.67,22,Cappuccino,Beverage,GrabFood
25-03-2025,SKU-035,234.42,34,Cappuccino,Beverage,GrabFood
25-03-2026,SKU-035,603.82,82,Cappuccino,Beverage,ShopeeFood
25-04-2025,SKU-035,517.69,73,Cappuccino,Beverage,ShopeeFood
25-05-2025,SKU-035,438.19,59,Cappuccino,Beverage,ShopeeFood
25-06-2025,SKU-035,679.72,103,Cappuccino,Beverage,ShopeeFood
25-07-2025,SKU-035,582.53,80,Cappuccino,Beverage,ShopeeFood
25-08-2024,SKU-035,62.0,8,Cappuccino,Beverage,In-Store
25-08-2025,SKU-035,676.97,96,Cappuccino,Beverage,ShopeeFood
25-09-2024,SKU-035,405.0,51,Cappuccino,Beverage,ShopeeFood
25-09-2025,SKU-035,600.17,86,Cappuccino,Beverage,ShopeeFood
25-10-2024,SKU-035,431.16,55,Cappuccino,Beverage,GrabFood
25-10-2025,SKU-035,449.05,61,Cappuccino,Beverage,ShopeeFood
25-11-2024,SKU-035,303.75,40,Cappuccino,Beverage,ShopeeFood
25-11-2025,SKU-035,634.4,84,Cappuccino,Beverage,ShopeeFood
25-12-2024,SKU-035,263.19,33,Cappuccino,Beverage,ShopeeFood
25-12-2025,SKU-035,339.38,45,Cappuccino,Beverage,ShopeeFood
26-01-2025,SKU-035,386.1,49,Cappuccino,Beverage,GrabFood
26-01-2026,SKU-035,663.45,91,Cappuccino,Beverage,ShopeeFood
26-02-2025,SKU-035,615.71,86,Cappuccino,Beverage,ShopeeFood
26-02-2026,SKU-035,346.39,47,Cappuccino,Beverage,GrabFood
26-03-2025,SKU-035,306.4,42,Cappuccino,Beverage,GrabFood
26-03-2026,SKU-035,967.29,140,Cappuccino,Beverage,ShopeeFood
26-04-2025,SKU-035,248.62,31,Cappuccino,Beverage,ShopeeFood
26-05-2025,SKU-035,468.98,62,Cappuccino,Beverage,ShopeeFood
26-06-2025,SKU-035,882.58,127,Cappuccino,Beverage,GrabFood
26-07-2025,SKU-035,384.96,54,Cappuccino,Beverage,ShopeeFood
26-08-2024,SKU-035,78.0,10,Cappuccino,Beverage,In-Store
26-08-2025,SKU-035,707.92,92,Cappuccino,Beverage,ShopeeFood
26-09-2024,SKU-035,433.0,55,Cappuccino,Beverage,GrabFood
26-09-2025,SKU-035,584.23,84,Cappuccino,Beverage,ShopeeFood
26-10-2024,SKU-035,765.89,89,Cappuccino,Beverage,ShopeeFood
26-10-2025,SKU-035,390.17,51,Cappuccino,Beverage,ShopeeFood
26-11-2024,SKU-035,547.21,71,Cappuccino,Beverage,GrabFood
26-11-2025,SKU-035,843.36,117,Cappuccino,Beverage,ShopeeFood
26-12-2024,SKU-035,398.87,51,Cappuccino,Beverage,GrabFood
26-12-2025,SKU-035,441.61,60,Cappuccino,Beverage,ShopeeFood
27-01-2025,SKU-035,369.17,48,Cappuccino,Beverage,GrabFood
27-01-2026,SKU-035,690.25,94,Cappuccino,Beverage,ShopeeFood
27-02-2025,SKU-035,615.19,85,Cappuccino,Beverage,GrabFood
27-02-2026,SKU-035,386.89,53,Cappuccino,Beverage,ShopeeFood
27-03-2025,SKU-035,306.11,45,Cappuccino,Beverage,GrabFood
27-03-2026,SKU-035,771.11,112,Cappuccino,Beverage,ShopeeFood
27-04-2025,SKU-035,151.39,20,Cappuccino,Beverage,ShopeeFood
27-05-2025,SKU-035,586.58,84,Cappuccino,Beverage,ShopeeFood
27-06-2025,SKU-035,369.0,54,Cappuccino,Beverage,GrabFood
27-07-2025,SKU-035,286.99,38,Cappuccino,Beverage,GrabFood
27-08-2024,SKU-035,168.0,21,Cappuccino,Beverage,GrabFood
27-08-2025,SKU-035,689.47,98,Cappuccino,Beverage,ShopeeFood
27-09-2024,SKU-035,365.0,48,Cappuccino,Beverage,GrabFood
27-09-2025,SKU-035,463.44,65,Cappuccino,Beverage,GrabFood
27-10-2024,SKU-035,776.39,90,Cappuccino,Beverage,ShopeeFood
27-10-2025,SKU-035,938.77,140,Cappuccino,Beverage,ShopeeFood
27-11-2024,SKU-035,383.04,49,Cappuccino,Beverage,GrabFood
27-11-2025,SKU-035,906.15,122,Cappuccino,Beverage,ShopeeFood
27-12-2024,SKU-035,360.23,47,Cappuccino,Beverage,ShopeeFood
27-12-2025,SKU-035,316.43,43,Cappuccino,Beverage,GrabFood
28-01-2025,SKU-035,542.79,70,Cappuccino,Beverage,GrabFood
28-01-2026,SKU-035,731.08,99,Cappuccino,Beverage,ShopeeFood
28-02-2025,SKU-035,614.75,87,Cappuccino,Beverage,ShopeeFood
28-02-2026,SKU-035,125.1,16,Cappuccino,Beverage,GrabFood
28-03-2025,SKU-035,373.61,52,Cappuccino,Beverage,ShopeeFood
28-03-2026,SKU-035,406.52,54,Cappuccino,Beverage,ShopeeFood
28-04-2025,SKU-035,581.43,75,Cappuccino,Beverage,ShopeeFood
28-05-2025,SKU-035,634.86,91,Cappuccino,Beverage,ShopeeFood
28-06-2025,SKU-035,346.69,50,Cappuccino,Beverage,ShopeeFood
28-07-2025,SKU-035,769.63,100,Cappuccino,Beverage,GrabFood
28-08-2024,SKU-035,152.0,20,Cappuccino,Beverage,In-Store
28-08-2025,SKU-035,645.15,99,Cappuccino,Beverage,ShopeeFood
28-09-2024,SKU-035,202.0,25,Cappuccino,Beverage,GrabFood
28-09-2025,SKU-035,239.82,32,Cappuccino,Beverage,ShopeeFood
28-10-2024,SKU-035,428.63,54,Cappuccino,Beverage,ShopeeFood
28-10-2025,SKU-035,947.78,141,Cappuccino,Beverage,ShopeeFood
28-11-2024,SKU-035,446.58,59,Cappuccino,Beverage,GrabFood
28-11-2025,SKU-035,764.56,100,Cappuccino,Beverage,ShopeeFood
28-12-2024,SKU-035,234.48,30,Cappuccino,Beverage,ShopeeFood
28-12-2025,SKU-035,395.32,51,Cappuccino,Beverage,GrabFood
29-01-2025,SKU-035,401.82,51,Cappuccino,Beverage,ShopeeFood
29-01-2026,SKU-035,693.89,96,Cappuccino,Beverage,ShopeeFood
29-03-2025,SKU-035,215.78,30,Cappuccino,Beverage,ShopeeFood
29-03-2026,SKU-035,373.31,50,Cappuccino,Beverage,ShopeeFood
29-04-2025,SKU-035,529.21,72,Cappuccino,Beverage,ShopeeFood
29-05-2025,SKU-035,570.17,81,Cappuccino,Beverage,ShopeeFood
29-06-2025,SKU-035,347.93,50,Cappuccino,Beverage,ShopeeFood
29-07-2025,SKU-035,608.62,85,Cappuccino,Beverage,ShopeeFood
29-08-2024,SKU-035,143.0,19,Cappuccino,Beverage,In-Store
29-08-2025,SKU-035,696.66,94,Cappuccino,Beverage,ShopeeFood
29-09-2024,SKU-035,235.0,30,Cappuccino,Beverage,GrabFood
29-09-2025,SKU-035,526.94,75,Cappuccino,Beverage,ShopeeFood
29-10-2024,SKU-035,343.35,43,Cappuccino,Beverage,GrabFood
29-10-2025,SKU-035,1135.18,173,Cappuccino,Beverage,ShopeeFood
29-11-2024,SKU-035,398.45,51,Cappuccino,Beverage,GrabFood
29-11-2025,SKU-035,440.1,60,Cappuccino,Beverage,ShopeeFood
29-12-2024,SKU-035,221.51,29,Cappuccino,Beverage,ShopeeFood
29-12-2025,SKU-035,579.42,83,Cappuccino,Beverage,ShopeeFood
30-01-2025,SKU-035,390.81,50,Cappuccino,Beverage,ShopeeFood
30-01-2026,SKU-035,633.44,83,Cappuccino,Beverage,ShopeeFood
30-03-2025,SKU-035,153.61,20,Cappuccino,Beverage,ShopeeFood
30-03-2026,SKU-035,844.39,124,Cappuccino,Beverage,GrabFood
30-04-2025,SKU-035,606.44,84,Cappuccino,Beverage,ShopeeFood
30-05-2025,SKU-035,609.02,85,Cappuccino,Beverage,ShopeeFood
30-06-2025,SKU-035,638.52,89,Cappuccino,Beverage,ShopeeFood
30-07-2025,SKU-035,711.28,104,Cappuccino,Beverage,ShopeeFood
30-08-2024,SKU-035,126.0,16,Cappuccino,Beverage,In-Store
30-08-2025,SKU-035,460.21,60,Cappuccino,Beverage,GrabFood
30-09-2024,SKU-035,425.0,52,Cappuccino,Beverage,GrabFood
30-09-2025,SKU-035,487.86,69,Cappuccino,Beverage,ShopeeFood
30-10-2024,SKU-035,484.25,62,Cappuccino,Beverage,ShopeeFood
30-10-2025,SKU-035,980.7,150,Cappuccino,Beverage,ShopeeFood
30-11-2024,SKU-035,339.2,42,Cappuccino,Beverage,ShopeeFood
30-11-2025,SKU-035,424.83,56,Cappuccino,Beverage,ShopeeFood
30-12-2024,SKU-035,226.14,30,Cappuccino,Beverage,GrabFood
30-12-2025,SKU-035,606.17,85,Cappuccino,Beverage,ShopeeFood
31-01-2025,SKU-035,543.7,68,Cappuccino,Beverage,GrabFood
31-01-2026,SKU-035,433.46,54,Cappuccino,Beverage,GrabFood
31-03-2025,SKU-035,259.72,39,Cappuccino,Beverage,FoodPanda
31-03-2026,SKU-035,586.07,79,Cappuccino,Beverage,ShopeeFood
31-05-2025,SKU-035,264.31,38,Cappuccino,Beverage,ShopeeFood
31-07-2025,SKU-035,824.39,120,Cappuccino,Beverage,ShopeeFood
31-08-2024,SKU-035,148.0,18,Cappuccino,Beverage,In-Store
31-08-2025,SKU-035,383.37,50,Cappuccino,Beverage,ShopeeFood
31-10-2024,SKU-035,228.39,29,Cappuccino,Beverage,ShopeeFood
31-10-2025,SKU-035,955.39,140,Cappuccino,Beverage,ShopeeFood
31-12-2024,SKU-035,416.33,53,Cappuccino,Beverage,ShopeeFood
31-12-2025,SKU-035,617.77,85,Cappuccino,Beverage,GrabFood
01-01-2025,SKU-036,524.52,60,Caramel Latte,Beverage,ShopeeFood
01-01-2026,SKU-036,342.81,40,Caramel Latte,Beverage,GrabFood
01-02-2025,SKU-036,429.46,49,Caramel Latte,Beverage,ShopeeFood
01-02-2026,SKU-036,400.73,47,Caramel Latte,Beverage,ShopeeFood
01-03-2025,SKU-036,820.37,95,Caramel Latte,Beverage,GrabFood
01-03-2026,SKU-036,153.01,18,Caramel Latte,Beverage,App
01-04-2025,SKU-036,422.82,49,Caramel Latte,Beverage,GrabFood
01-04-2026,SKU-036,355.29,43,Caramel Latte,Beverage,GrabFood
01-05-2025,SKU-036,550.62,65,Caramel Latte,Beverage,ShopeeFood
01-06-2025,SKU-036,437.78,51,Caramel Latte,Beverage,ShopeeFood
01-07-2025,SKU-036,634.14,76,Caramel Latte,Beverage,GrabFood
01-08-2024,SKU-036,8.0,1,Caramel Latte,Beverage,In-Store
01-08-2025,SKU-036,816.41,102,Caramel Latte,Beverage,ShopeeFood
01-09-2024,SKU-036,82.6,9,Caramel Latte,Beverage,GrabFood
01-09-2025,SKU-036,490.56,60,Caramel Latte,Beverage,ShopeeFood
01-10-2024,SKU-036,913.67,101,Caramel Latte,Beverage,GrabFood
01-10-2025,SKU-036,743.15,94,Caramel Latte,Beverage,ShopeeFood
01-11-2024,SKU-036,761.29,90,Caramel Latte,Beverage,ShopeeFood
01-11-2025,SKU-036,425.73,55,Caramel Latte,Beverage,ShopeeFood
01-12-2024,SKU-036,608.23,70,Caramel Latte,Beverage,GrabFood
01-12-2025,SKU-036,544.94,65,Caramel Latte,Beverage,ShopeeFood
02-01-2025,SKU-036,581.13,69,Caramel Latte,Beverage,ShopeeFood
02-01-2026,SKU-036,374.56,45,Caramel Latte,Beverage,ShopeeFood
02-02-2025,SKU-036,528.38,61,Caramel Latte,Beverage,ShopeeFood
02-02-2026,SKU-036,537.5,68,Caramel Latte,Beverage,ShopeeFood
02-03-2025,SKU-036,113.67,13,Caramel Latte,Beverage,GrabFood
02-03-2026,SKU-036,183.37,22,Caramel Latte,Beverage,ShopeeFood
02-04-2025,SKU-036,632.93,73,Caramel Latte,Beverage,GrabFood
02-04-2026,SKU-036,259.44,30,Caramel Latte,Beverage,ShopeeFood
02-05-2025,SKU-036,706.2,85,Caramel Latte,Beverage,ShopeeFood
02-06-2025,SKU-036,527.21,61,Caramel Latte,Beverage,ShopeeFood
02-07-2025,SKU-036,585.75,71,Caramel Latte,Beverage,ShopeeFood
02-08-2024,SKU-036,17.9,2,Caramel Latte,Beverage,In-Store
02-08-2025,SKU-036,1172.77,147,Caramel Latte,Beverage,ShopeeFood
02-09-2024,SKU-036,258.54,29,Caramel Latte,Beverage,GrabFood
02-09-2025,SKU-036,700.84,88,Caramel Latte,Beverage,ShopeeFood
02-10-2024,SKU-036,980.27,114,Caramel Latte,Beverage,GrabFood
02-10-2025,SKU-036,676.93,85,Caramel Latte,Beverage,ShopeeFood
02-11-2024,SKU-036,722.2,82,Caramel Latte,Beverage,ShopeeFood
02-11-2025,SKU-036,266.5,32,Caramel Latte,Beverage,App
02-12-2024,SKU-036,498.15,60,Caramel Latte,Beverage,ShopeeFood
02-12-2025,SKU-036,628.59,76,Caramel Latte,Beverage,ShopeeFood
03-01-2025,SKU-036,501.75,57,Caramel Latte,Beverage,ShopeeFood
03-01-2026,SKU-036,470.52,56,Caramel Latte,Beverage,GrabFood
03-02-2025,SKU-036,619.46,71,Caramel Latte,Beverage,ShopeeFood
03-02-2026,SKU-036,724.41,95,Caramel Latte,Beverage,ShopeeFood
03-03-2025,SKU-036,321.76,38,Caramel Latte,Beverage,ShopeeFood
03-03-2026,SKU-036,174.26,20,Caramel Latte,Beverage,ShopeeFood
03-04-2025,SKU-036,662.22,77,Caramel Latte,Beverage,ShopeeFood
03-04-2026,SKU-036,358.16,41,Caramel Latte,Beverage,ShopeeFood
03-05-2025,SKU-036,566.79,66,Caramel Latte,Beverage,ShopeeFood
03-06-2025,SKU-036,636.06,77,Caramel Latte,Beverage,ShopeeFood
03-07-2025,SKU-036,620.11,77,Caramel Latte,Beverage,ShopeeFood
03-08-2024,SKU-036,8.0,1,Caramel Latte,Beverage,In-Store
03-08-2025,SKU-036,522.84,61,Caramel Latte,Beverage,GrabFood
03-09-2024,SKU-036,370.2,43,Caramel Latte,Beverage,GrabFood
03-09-2025,SKU-036,924.08,115,Caramel Latte,Beverage,ShopeeFood
03-10-2024,SKU-036,869.66,102,Caramel Latte,Beverage,ShopeeFood
03-10-2025,SKU-036,512.04,65,Caramel Latte,Beverage,ShopeeFood
03-11-2024,SKU-036,636.11,72,Caramel Latte,Beverage,ShopeeFood
03-11-2025,SKU-036,401.22,52,Caramel Latte,Beverage,GrabFood
03-12-2024,SKU-036,779.33,93,Caramel Latte,Beverage,ShopeeFood
03-12-2025,SKU-036,695.77,83,Caramel Latte,Beverage,ShopeeFood
04-01-2025,SKU-036,725.25,83,Caramel Latte,Beverage,ShopeeFood
04-01-2026,SKU-036,429.99,51,Caramel Latte,Beverage,GrabFood
04-02-2025,SKU-036,739.25,84,Caramel Latte,Beverage,ShopeeFood
04-02-2026,SKU-036,916.84,123,Caramel Latte,Beverage,ShopeeFood
04-03-2025,SKU-036,302.69,36,Caramel Latte,Beverage,ShopeeFood
04-03-2026,SKU-036,195.03,23,Caramel Latte,Beverage,ShopeeFood
04-04-2025,SKU-036,595.6,68,Caramel Latte,Beverage,ShopeeFood
04-04-2026,SKU-036,204.5,25,Caramel Latte,Beverage,GrabFood
04-05-2025,SKU-036,596.56,70,Caramel Latte,Beverage,ShopeeFood
04-06-2025,SKU-036,711.41,84,Caramel Latte,Beverage,ShopeeFood
04-07-2025,SKU-036,698.67,86,Caramel Latte,Beverage,ShopeeFood
04-08-2025,SKU-036,669.81,82,Caramel Latte,Beverage,ShopeeFood
04-09-2024,SKU-036,314.6,36,Caramel Latte,Beverage,In-Store
04-09-2025,SKU-036,742.78,95,Caramel Latte,Beverage,ShopeeFood
04-10-2024,SKU-036,906.88,105,Caramel Latte,Beverage,ShopeeFood
04-10-2025,SKU-036,484.05,60,Caramel Latte,Beverage,ShopeeFood
04-11-2024,SKU-036,856.5,96,Caramel Latte,Beverage,ShopeeFood
04-11-2025,SKU-036,556.79,69,Caramel Latte,Beverage,ShopeeFood
04-12-2024,SKU-036,860.97,100,Caramel Latte,Beverage,ShopeeFood
04-12-2025,SKU-036,562.99,67,Caramel Latte,Beverage,ShopeeFood
05-01-2025,SKU-036,498.76,55,Caramel Latte,Beverage,ShopeeFood
05-01-2026,SKU-036,529.04,62,Caramel Latte,Beverage,FoodPanda
05-02-2025,SKU-036,814.64,91,Caramel Latte,Beverage,ShopeeFood
05-02-2026,SKU-036,751.05,99,Caramel Latte,Beverage,ShopeeFood
05-03-2025,SKU-036,386.67,45,Caramel Latte,Beverage,GrabFood
05-03-2026,SKU-036,196.12,24,Caramel Latte,Beverage,ShopeeFood
05-04-2025,SKU-036,380.29,44,Caramel Latte,Beverage,ShopeeFood
05-04-2026,SKU-036,197.69,22,Caramel Latte,Beverage,ShopeeFood
05-05-2025,SKU-036,682.73,83,Caramel Latte,Beverage,ShopeeFood
05-06-2025,SKU-036,831.59,101,Caramel Latte,Beverage,GrabFood
05-07-2025,SKU-036,763.18,93,Caramel Latte,Beverage,GrabFood
05-08-2025,SKU-036,631.72,76,Caramel Latte,Beverage,ShopeeFood
05-09-2024,SKU-036,324.09,37,Caramel Latte,Beverage,ShopeeFood
05-09-2025,SKU-036,516.63,63,Caramel Latte,Beverage,ShopeeFood
05-10-2024,SKU-036,690.37,81,Caramel Latte,Beverage,GrabFood
05-10-2025,SKU-036,398.64,49,Caramel Latte,Beverage,ShopeeFood
05-11-2024,SKU-036,995.65,116,Caramel Latte,Beverage,ShopeeFood
05-11-2025,SKU-036,697.18,88,Caramel Latte,Beverage,ShopeeFood
05-12-2024,SKU-036,811.49,96,Caramel Latte,Beverage,ShopeeFood
05-12-2025,SKU-036,680.86,81,Caramel Latte,Beverage,ShopeeFood
06-01-2025,SKU-036,710.26,83,Caramel Latte,Beverage,ShopeeFood
06-01-2026,SKU-036,555.13,67,Caramel Latte,Beverage,ShopeeFood
06-02-2025,SKU-036,577.02,68,Caramel Latte,Beverage,GrabFood
06-02-2026,SKU-036,850.82,112,Caramel Latte,Beverage,GrabFood
06-03-2025,SKU-036,366.77,44,Caramel Latte,Beverage,GrabFood
06-03-2026,SKU-036,183.0,22,Caramel Latte,Beverage,ShopeeFood
06-04-2025,SKU-036,398.67,45,Caramel Latte,Beverage,GrabFood
06-04-2026,SKU-036,309.08,36,Caramel Latte,Beverage,GrabFood
06-05-2025,SKU-036,788.82,93,Caramel Latte,Beverage,ShopeeFood
06-06-2025,SKU-036,535.45,69,Caramel Latte,Beverage,ShopeeFood
06-07-2025,SKU-036,368.77,48,Caramel Latte,Beverage,ShopeeFood
06-08-2024,SKU-036,56.06,6,Caramel Latte,Beverage,GrabFood
06-08-2025,SKU-036,733.37,93,Caramel Latte,Beverage,ShopeeFood
06-09-2024,SKU-036,398.3,45,Caramel Latte,Beverage,GrabFood
06-09-2025,SKU-036,493.55,60,Caramel Latte,Beverage,ShopeeFood
06-10-2024,SKU-036,637.79,73,Caramel Latte,Beverage,GrabFood
06-10-2025,SKU-036,473.89,59,Caramel Latte,Beverage,ShopeeFood
06-11-2024,SKU-036,650.54,74,Caramel Latte,Beverage,ShopeeFood
06-11-2025,SKU-036,781.2,93,Caramel Latte,Beverage,ShopeeFood
06-12-2024,SKU-036,859.64,102,Caramel Latte,Beverage,ShopeeFood
06-12-2025,SKU-036,549.62,65,Caramel Latte,Beverage,ShopeeFood
07-01-2025,SKU-036,636.08,74,Caramel Latte,Beverage,ShopeeFood
07-01-2026,SKU-036,654.99,79,Caramel Latte,Beverage,ShopeeFood
07-02-2025,SKU-036,762.91,90,Caramel Latte,Beverage,ShopeeFood
07-02-2026,SKU-036,569.95,73,Caramel Latte,Beverage,ShopeeFood
07-03-2025,SKU-036,359.02,45,Caramel Latte,Beverage,GrabFood
07-03-2026,SKU-036,152.73,18,Caramel Latte,Beverage,GrabFood
07-04-2025,SKU-036,725.08,84,Caramel Latte,Beverage,ShopeeFood
07-04-2026,SKU-036,320.86,37,Caramel Latte,Beverage,ShopeeFood
07-05-2025,SKU-036,861.36,109,Caramel Latte,Beverage,ShopeeFood
07-06-2025,SKU-036,536.53,65,Caramel Latte,Beverage,ShopeeFood
07-07-2025,SKU-036,523.81,65,Caramel Latte,Beverage,ShopeeFood
07-08-2024,SKU-036,10.75,1,Caramel Latte,Beverage,GrabFood
07-08-2025,SKU-036,918.38,119,Caramel Latte,Beverage,ShopeeFood
07-09-2024,SKU-036,257.4,28,Caramel Latte,Beverage,GrabFood
07-09-2025,SKU-036,461.12,63,Caramel Latte,Beverage,ShopeeFood
07-10-2024,SKU-036,875.3,104,Caramel Latte,Beverage,ShopeeFood
07-10-2025,SKU-036,717.29,91,Caramel Latte,Beverage,ShopeeFood
07-11-2024,SKU-036,912.46,107,Caramel Latte,Beverage,GrabFood
07-11-2025,SKU-036,938.91,114,Caramel Latte,Beverage,ShopeeFood
